0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.28,0.29,0.29,0.22,0.28,0.30,0.26,0.27,0.30,0.28,0.31,0.28,0.21,0.29,0.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.27,0.22,0.24,0.23,0.28,0.25,0.19,0.22,0.26,0.31,0.25,0.28,0.30,0.22,0.23
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.24,0.24,0.22,0.20,0.27,0.24,0.28,0.21,0.28,0.23,0.23,0.28,0.25,0.22,0.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.26,0.23,0.28,0.20,0.25,0.25,0.24,0.19,0.26,0.26,0.26,0.26,0.26,0.25,0.23
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.22,0.30,0.22,0.32,0.32,0.27,0.28,0.23,0.27,0.28,0.27,0.25,0.26,0.27,0.27
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.29,0.23,0.22,0.25,0.25,0.27,0.24,0.26,0.27,0.26,0.28,0.26,0.29,0.25,0.25
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.26,0.24,0.24,0.20,0.24,0.27,0.20,0.21,0.23,0.24,0.24,0.22,0.25,0.23,0.26
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.27,0.24,0.28,0.21,0.26,0.26,0.25,0.21,0.27,0.27,0.32,0.27,0.24,0.23,0.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.29,0.27,0.37,0.26,0.28,0.28,0.28,0.24,0.26,0.30,0.34,0.26,0.28,0.28,0.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.19,0.23,0.25,0.21,0.28,0.27,0.28,0.18,0.27,0.26,0.26,0.21,0.25,0.21,0.23
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.24,0.27,0.31,0.25,0.23,0.29,0.30,0.22,0.30,0.32,0.30,0.24,0.28,0.23,0.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.22,0.30,0.26,0.30,0.33,0.27,0.24,0.22,0.27,0.37,0.32,0.27,0.27,0.29,0.33
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.23,0.29,0.21,0.25,0.31,0.28,0.25,0.23,0.29,0.28,0.26,0.28,0.29,0.29,0.28
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.31,0.24,0.27,0.23,0.28,0.27,0.23,0.25,0.21,0.26,0.28,0.24,0.27,0.33,0.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.23,0.22,0.23,0.21,0.25,0.27,0.26,0.21,0.28,0.27,0.23,0.21,0.25,0.24,0.27
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.26,0.28,0.28,0.23,0.27,0.25,0.24,0.25,0.26,0.29,0.26,0.25,0.28,0.28,0.31
0.25,0.28,0.29,0.29,0.22,0.28,0.30,0.26,0.27,0.30,0.28,0.31,0.28,0.21,0.29,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.22,0.27,0.22,0.24,0.23,0.28,0.25,0.19,0.22,0.26,0.31,0.25,0.28,0.30,0.22,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.25,0.24,0.24,0.22,0.20,0.27,0.24,0.28,0.21,0.28,0.23,0.23,0.28,0.25,0.22,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.21,0.26,0.23,0.28,0.20,0.25,0.25,0.24,0.19,0.26,0.26,0.26,0.26,0.26,0.25,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.26,0.22,0.30,0.22,0.32,0.32,0.27,0.28,0.23,0.27,0.28,0.27,0.25,0.26,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.29,0.23,0.22,0.25,0.25,0.27,0.24,0.26,0.27,0.26,0.28,0.26,0.29,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.25,0.26,0.24,0.24,0.20,0.24,0.27,0.20,0.21,0.23,0.24,0.24,0.22,0.25,0.23,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.26,0.27,0.24,0.28,0.21,0.26,0.26,0.25,0.21,0.27,0.27,0.32,0.27,0.24,0.23,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.25,0.29,0.27,0.37,0.26,0.28,0.28,0.28,0.24,0.26,0.30,0.34,0.26,0.28,0.28,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.22,0.19,0.23,0.25,0.21,0.28,0.27,0.28,0.18,0.27,0.26,0.26,0.21,0.25,0.21,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.25,0.24,0.27,0.31,0.25,0.23,0.29,0.30,0.22,0.30,0.32,0.30,0.24,0.28,0.23,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.20,0.22,0.30,0.26,0.30,0.33,0.27,0.24,0.22,0.27,0.37,0.32,0.27,0.27,0.29,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.21,0.23,0.29,0.21,0.25,0.31,0.28,0.25,0.23,0.29,0.28,0.26,0.28,0.29,0.29,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.25,0.31,0.24,0.27,0.23,0.28,0.27,0.23,0.25,0.21,0.26,0.28,0.24,0.27,0.33,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.25,0.23,0.22,0.23,0.21,0.25,0.27,0.26,0.21,0.28,0.27,0.23,0.21,0.25,0.24,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.26,0.28,0.28,0.23,0.27,0.25,0.24,0.25,0.26,0.29,0.26,0.25,0.28,0.28,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
